trading_date,wind_code,open,high,low,close,volume,pct_chg,vwap,adj_factor,turn,free_turn,is_st,trade_status,close/free_turn,open/turn,volume/low,vwap/high,low/high,vwap/close
2011-01-31,000554.SZ,41.77,42.987,41.77,42.501,3883890.0,2.105,42.466,4.868,1.071,1.071,0,交易,39.68347338935574,39.00093370681606,92982.762748384,0.9878800567613464,0.9716891153139321,0.9991764899649421
2011-02-01,000554.SZ,42.647,42.841,41.673,42.647,2993364.0,0.344,42.383,4.868,0.825,0.825,0,交易,51.693333333333335,51.693333333333335,71829.8178676841,0.9893093065054505,0.9727363973763451,0.9938096466339954
2011-02-09,000554.SZ,42.16,42.695,41.673,41.916,2671344.0,-1.712,42.164,4.868,0.737,0.737,0,交易,56.87381275440977,57.20488466757123,64102.51241811244,0.9875629464808526,0.9760627708162549,1.005916595094952
2011-02-10,000554.SZ,41.43,42.793,41.43,42.793,3906893.0,2.091,42.225,4.868,1.077,1.077,0,交易,39.73351903435469,38.467966573816156,94301.06203234372,0.9867268011123315,0.9681489963311757,0.9867268011123315
2011-02-11,000554.SZ,42.841,43.669,42.598,43.328,4717188.0,1.251,43.188,4.868,1.301,1.301,0,交易,33.30361260568794,32.9292851652575,110737.31161087376,0.98898532139504,0.9754745929606815,0.9967688330871491
2011-02-14,000554.SZ,43.523,44.643,43.328,43.815,7744142.999999999,1.124,43.926,4.868,2.135,2.135,0,交易,20.52224824355972,20.38548009367682,178732.99021418017,0.9839392513943955,0.9705440942588984,1.0025333789798014
2011-02-15,000554.SZ,44.156,44.691,43.426,43.718,7301172.0,-0.222,44.02,4.868,2.013,2.013,0,交易,21.71783407848982,21.935419771485346,168129.04711463177,0.9849857913226376,0.9716945246246448,1.006907909785443
2011-02-16,000554.SZ,43.669,45.178,43.377,44.886,9725725.0,2.673,44.585,4.868,2.682,2.682,0,交易,16.736017897091724,16.282252050708426,224213.86910113654,0.9868741422816416,0.9601354641639738,0.9932941228890968
2011-02-17,000554.SZ,45.178,45.324,44.448,44.983,9314879.0,0.217,44.849,4.868,2.569,2.569,0,交易,17.509926041261192,17.585831062670298,209568.01205903527,0.9895199011561203,0.9806724913952873,0.9970210968588133
2011-02-18,000554.SZ,45.032,46.006,44.497,44.983,8482617.0,0.0,45.149,4.868,2.339,2.339,0,交易,19.231722958529286,19.25267208208636,190633.45843540013,0.9813719949571795,0.9671999304438551,1.0036902829957985
2011-02-21,000554.SZ,45.422,45.47,44.643,44.983,10291814.0,0.0,45.005,4.868,2.838,2.838,0,交易,15.850246652572233,16.004933051444677,230535.89588513316,0.989773477017814,0.9818121838574885,1.0004890736500458
2011-02-22,000554.SZ,45.422,46.006,43.474,43.718,11274783.0,-2.814,44.712,4.868,3.109,3.109,0,交易,14.061756191701512,14.609842393052428,259345.42485163547,0.9718732339260098,0.944963700386906,1.0227366302209615
2011-02-23,000554.SZ,43.231,44.204,43.231,43.912,6127697.0,0.445,43.662,4.868,1.69,1.69,0,交易,25.983431952662723,25.580473372781068,141743.12414702412,0.9877386661840557,0.9779884173377975,0.9943067954089998
2011-02-24,000554.SZ,44.058,46.59,43.815,46.152,20628037.0,5.1,45.444,4.868,5.688,5.688,0,交易,8.113924050632912,7.7457805907173,470798.5164897866,0.9754024468770122,0.9404378622021892,0.984659386375455
