trading_date,wind_code,open,high,low,close,volume,pct_chg,vwap,adj_factor,turn,free_turn,is_st,trade_status,close/free_turn,open/turn,volume/low,vwap/high,low/high,vwap/close
2011-01-31,601126.SH,23.74,24.38,23.73,24.3,2497465.0,1.759,24.149,1.0,3.807,3.807,0,交易,6.382978723404255,6.235881271342264,105245.04846186262,0.9905250205086137,0.9733388022969648,0.9937860082304527
2011-02-01,601126.SH,24.33,24.47,23.59,23.64,2784086.0,-2.716,23.917,1.0,4.244,4.244,0,交易,5.570216776625825,5.732799245994345,118019.75413310724,0.9774008990600737,0.9640375970576216,1.0117174280879866
2011-02-09,601126.SH,23.06,23.43,22.3,22.36,2788675.0,-5.415,22.915,1.0,4.251,4.251,0,交易,5.2599388379204886,5.42460597506469,125052.69058295964,0.9780196329492103,0.9517712334613744,1.0248211091234347
2011-02-10,601126.SH,22.31,24.6,22.1,24.6,3955737.9999999995,10.018,23.393,1.0,6.03,6.03,0,交易,4.079601990049751,3.6998341625207294,178992.66968325787,0.9509349593495935,0.8983739837398375,0.9509349593495935
2011-02-11,601126.SH,25.01,26.87,25.01,26.01,10843930.0,5.732,25.952,1.0,16.53,16.53,0,交易,1.5735027223230489,1.5130066545674532,433583.7664934026,0.9658355042798661,0.9307778191291404,0.9977700884275279
2011-02-14,601126.SH,26.01,26.98,25.61,26.57,6406909.0,2.153,26.257,1.0,9.767,9.767,0,交易,2.7203849697962528,2.663049042694789,250172.15931276846,0.9732023721275019,0.9492216456634543,0.9882197967632669
2011-02-15,601126.SH,26.3,26.5,25.9,26.0,5339842.0,-2.145,26.128,1.0,8.14,8.14,0,交易,3.194103194103194,3.230958230958231,206171.5057915058,0.9859622641509433,0.9773584905660376,1.004923076923077
2011-02-16,601126.SH,26.0,27.35,25.9,27.01,6105129.0,3.885,26.696,1.0,9.307,9.307,0,交易,2.9021166863651016,2.7935962179005047,235719.26640926642,0.9760877513711151,0.9469835466179158,0.9883746760459089
2011-02-17,601126.SH,26.98,27.2,26.3,26.7,4460255.0,-1.148,26.617,1.0,6.799,6.799,0,交易,3.927048095308133,3.968230622150316,169591.44486692015,0.9785661764705883,0.9669117647058824,0.9968913857677904
2011-02-21,601126.SH,26.02,26.58,25.88,26.54,2993433.0,-0.599,26.19,1.0,4.563,4.563,0,交易,5.816348893271971,5.702388779311857,115665.88098918083,0.9853273137697518,0.9736644093303236,0.9868123587038433
2011-02-22,601126.SH,26.54,26.54,24.64,24.69,4853631.0,-6.971,25.39,1.0,7.399,7.399,0,交易,3.336937423976213,3.58697121232599,196981.7775974026,0.9566691785983422,0.9284099472494348,1.0283515593357635
2011-02-23,601126.SH,24.61,25.26,24.6,24.87,1924563.0,0.729,24.88,1.0,2.934,2.934,0,交易,8.476482617586912,8.387866394001362,78234.26829268293,0.9849564528899445,0.9738717339667459,1.000402090872537
2011-02-24,601126.SH,24.9,25.5,24.88,24.92,2106101.0,0.201,25.141,1.0,3.211,3.211,0,交易,7.76082217377764,7.754593584553098,84650.36173633441,0.985921568627451,0.9756862745098038,1.0088683788121988
2011-02-25,601126.SH,25.15,25.84,25.05,25.73,3054641.0,3.25,25.459,1.0,4.656,4.656,0,交易,5.526202749140894,5.401632302405498,121941.75648702594,0.9852554179566564,0.9694272445820433,0.9894675476097939
2011-02-28,601126.SH,25.79,25.99,25.18,25.61,2388087.0,-0.466,25.398,1.0,3.64,3.64,0,交易,7.035714285714286,7.085164835164835,94840.62748212868,0.9772220084647942,0.9688341669873028,0.9917219836001562
2011-03-01,601126.SH,25.55,25.61,25.0,25.19,2887644.0,-1.64,25.203,1.0,4.402,4.402,0,交易,5.722398909586552,5.804179918218991,115505.76,0.9841077704021867,0.9761811792268645,1.0005160778086541
2011-03-02,601126.SH,24.99,25.48,24.82,25.3,2165702.0,0.437,25.227,1.0,3.301,3.301,0,交易,7.664344138139957,7.570433202059981,87256.3255439162,0.9900706436420722,0.9740973312401884,0.9971146245059288
2011-03-03,601126.SH,25.3,25.88,24.31,24.33,2784748.0,-3.834,24.942,1.0,4.245,4.245,0,交易,5.731448763250883,5.9599528857479385,114551.54257507199,0.9637557959814529,0.9393353941267388,1.025154130702836
2011-03-04,601126.SH,24.0,24.38,23.81,24.35,1950127.0,0.082,24.112,1.0,2.973,2.973,0,交易,8.190380087453752,8.072653884964682,81903.69592608148,0.9890073831009023,0.9766201804757998,0.9902258726899382
2011-03-07,601126.SH,24.35,24.64,24.24,24.49,1619867.0,0.575,24.427,1.0,2.469,2.469,0,交易,9.918995544754962,9.862292426083435,66826.19636963696,0.9913555194805195,0.9837662337662337,0.9974275214373214
2011-03-08,601126.SH,24.45,24.45,23.98,24.19,2200849.0,-1.225,24.083,1.0,3.355,3.355,0,交易,7.210134128166915,7.287630402384501,91778.52376980818,0.9849897750511247,0.9807770961145195,0.995576684580405
2011-03-09,601126.SH,24.02,24.5,24.0,24.48,2437646.0,1.199,24.248,1.0,3.716,3.716,0,交易,6.58772874058127,6.46393972012917,101568.58333333333,0.9897142857142858,0.9795918367346939,0.9905228758169935
2011-03-10,601126.SH,24.5,24.58,24.01,24.04,2011409.9999999998,-1.797,24.189,1.0,3.066,3.066,0,交易,7.840834964122635,7.990867579908676,83773.84423157017,0.984092758340114,0.9768104149715217,1.006198003327787
2011-03-11,601126.SH,24.0,24.17,23.75,23.87,1903116.9999999998,-0.707,23.938,1.0,2.901,2.901,0,交易,8.228197173388487,8.273009307135471,80131.24210526315,0.9904013239553164,0.9826230864708315,1.0028487641390866
2011-03-14,601126.SH,23.87,24.5,23.5,24.48,2790774.0,2.556,24.044,1.0,4.254,4.254,0,交易,5.754583921015516,5.611189468735309,118756.34042553192,0.9813877551020408,0.9591836734693877,0.9821895424836601
2011-03-15,601126.SH,24.65,24.93,24.1,24.81,4629754.0,1.348,24.612,1.0,7.058,7.058,0,交易,3.5151601020119014,3.4924907905922358,192105.97510373444,0.9872442839951865,0.9667067789811473,0.9920193470374848
2011-03-16,601126.SH,24.85,24.85,24.38,24.6,1873255.0,-0.846,24.55,1.0,2.856,2.856,0,交易,8.613445378151262,8.700980392156863,76835.72600492206,0.987927565392354,0.981086519114688,0.9979674796747967
2011-03-17,601126.SH,24.6,25.29,24.31,24.49,3020859.0,-0.447,24.807,1.0,4.605,4.605,0,交易,5.318132464712268,5.342019543973941,124264.0477169889,0.9809015421115065,0.9612495057334914,1.01294405879951
2011-03-18,601126.SH,24.59,24.77,24.29,24.51,1368787.0,0.082,24.425,1.0,2.087,2.087,0,交易,11.744130330618113,11.78246286535697,56351.873198847265,0.9860718611223255,0.9806217198223658,0.996532027743778
2011-03-21,601126.SH,24.86,25.08,24.3,24.67,4924310.0,0.653,24.82,1.0,7.507,7.507,0,交易,3.286266151591848,3.311575862528307,202646.50205761316,0.9896331738437002,0.9688995215311006,1.006080259424402
2011-03-22,601126.SH,24.72,24.72,23.51,23.65,4373438.0,-4.135,23.814,1.0,6.667,6.667,0,交易,3.5473226338683066,3.7078146092695365,186024.58528285834,0.9633495145631068,0.9510517799352752,1.0069344608879494
2011-03-23,601126.SH,23.5,23.94,23.5,23.79,2079484.0,0.592,23.734,1.0,3.17,3.17,0,交易,7.504731861198738,7.413249211356467,88488.68085106384,0.9913951545530493,0.9816207184628237,0.9976460697772175
2011-03-24,601126.SH,23.79,24.15,23.6,23.72,2038372.0,-0.294,23.851,1.0,3.107,3.107,0,交易,7.634373994206629,7.656903765690376,86371.69491525424,0.9876190476190476,0.9772256728778469,1.005522765598651
2011-03-25,601126.SH,23.62,23.93,23.45,23.76,2543628.0,0.169,23.669,1.0,3.877,3.877,0,交易,6.1284498323445975,6.09233943770957,108470.27718550107,0.9890931884663603,0.9799414960300877,0.9961700336700336
2011-03-28,601126.SH,23.9,24.1,23.67,23.78,2357751.0,0.084,23.873,1.0,3.594,3.594,0,交易,6.616583194212577,6.649972175848636,99609.25221799746,0.9905809128630705,0.9821576763485478,1.0039108494533222
